,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
38032,38033,0.38,Ideal,F,VVS2,62.0,54.1,1010,4.66,4.68,2.9
38931,38932,0.4,Premium,E,VS1,60.4,59.0,1053,4.76,4.81,2.89
19932,19933,1.08,Ideal,D,VS2,61.9,58.0,8481,6.54,6.57,4.06
24829,24830,2.01,Premium,J,VS2,61.5,60.0,13228,8.13,8.07,4.98
52145,52146,0.7,Premium,F,SI1,61.6,60.0,2470,5.68,5.72,3.51
21360,21361,0.33,Ideal,E,VS1,60.0,57.0,625,4.47,4.5,2.69
23932,23933,1.28,Ideal,F,VS1,61.5,55.0,12061,6.98,7.01,4.3
5481,5482,1.02,Good,D,SI2,57.5,62.0,3839,6.6,6.62,3.8
52907,52908,0.64,Ideal,G,VVS2,60.7,57.0,2587,5.58,5.63,3.4
23958,23959,1.32,Ideal,G,VS1,61.6,57.0,12094,6.97,7.05,4.32
6895,6896,0.9,Ideal,H,VS2,61.9,55.0,4133,6.22,6.19,3.84
21885,21886,1.5,Good,G,SI1,59.7,65.0,9954,7.46,7.34,4.42
27885,27886,0.3,Ideal,G,VVS2,62.5,53.0,655,4.31,4.33,2.7
51692,51693,0.76,Premium,E,SI2,60.0,59.0,2399,5.94,5.9,3.55
18768,18769,1.0,Very Good,E,VS1,63.0,58.0,7676,6.29,6.38,3.99
35418,35419,0.4,Premium,G,SI1,61.4,60.0,900,4.71,4.67,2.88
17459,17460,1.01,Good,F,VVS2,65.9,54.0,7001,6.18,6.27,4.1
53828,53829,0.7,Very Good,E,VS2,60.5,63.0,2737,5.74,5.7,3.46
51049,51050,0.75,Premium,H,SI1,60.7,62.0,2331,5.87,5.82,3.55
8789,8790,1.23,Premium,D,SI2,58.0,59.0,4470,7.02,6.97,4.06
3190,3191,0.9,Fair,E,SI2,64.5,57.0,3342,6.13,6.09,3.94
42662,42663,0.39,Ideal,E,IF,61.3,56.0,1333,4.71,4.75,2.9
25708,25709,0.35,Ideal,D,SI1,62.7,56.0,644,4.49,4.51,2.82
3650,3651,0.91,Very Good,E,SI2,60.0,60.0,3438,6.23,6.28,3.75
52001,52002,0.72,Very Good,H,VS2,62.5,58.0,2444,5.67,5.73,3.56
45954,45955,0.56,Ideal,D,SI1,62.3,56.0,1723,5.26,5.33,3.3
20454,20455,1.1,Premium,D,VS2,58.2,57.0,8796,6.81,6.77,3.95
38744,38745,0.35,Very Good,G,IF,59.1,59.0,1044,4.59,4.62,2.72
3370,3371,0.3,Ideal,I,VS2,62.4,55.0,407,4.32,4.34,2.7
33435,33436,0.32,Ideal,G,VS1,62.1,55.0,828,4.42,4.4,2.74
42372,42373,0.57,Ideal,H,SI1,61.6,60.0,1304,5.33,5.35,3.29
20842,20843,1.51,Very Good,G,SI2,62.4,56.0,9069,7.25,7.29,4.54
47859,47860,0.67,Ideal,G,VS2,61.4,57.0,1910,5.7,5.67,3.49
1764,1765,0.75,Ideal,E,SI1,60.8,56.0,3045,5.91,5.89,3.59
50121,50122,0.54,Ideal,H,IF,60.3,55.0,2210,5.29,5.33,3.2
46458,46459,0.54,Ideal,E,VS2,61.6,56.0,1774,5.24,5.28,3.24
45393,45394,0.54,Premium,F,VS2,58.9,59.0,1667,5.37,5.32,3.15
33782,33783,0.4,Ideal,F,VS2,60.6,55.0,842,4.78,4.82,2.91
50266,50267,0.5,Very Good,F,IF,61.4,60.0,2238,5.07,5.1,3.12
15629,15630,1.01,Premium,F,VS2,62.7,58.0,6271,6.37,6.3,3.97
28527,28528,0.31,Very Good,F,VS1,60.9,56.0,675,4.37,4.38,2.66
7903,7904,0.91,Premium,H,VS2,61.8,60.0,4313,6.18,6.22,3.83
28615,28616,0.3,Premium,E,SI1,62.5,60.0,675,4.27,4.24,2.66
13334,13335,1.12,Very Good,G,SI2,61.2,58.0,5504,6.65,6.69,4.08
18120,18121,1.13,Fair,F,VS1,64.5,55.0,7335,6.62,6.56,4.25
14692,14693,1.0,Ideal,F,VS2,62.1,57.0,5929,6.34,6.38,3.95
11539,11540,1.21,Fair,F,SI2,65.3,53.0,5028,6.74,6.68,4.38
17952,17953,1.23,Ideal,I,VVS2,62.5,57.0,7256,6.81,6.86,4.27
17127,17128,1.2,Very Good,H,VS2,63.3,59.0,6833,6.78,6.74,4.28
41182,41183,0.4,Premium,D,VS1,62.5,60.0,1200,4.72,4.66,2.93
20378,20379,0.31,Very Good,H,VVS2,61.4,58.0,625,4.32,4.37,2.67
26555,26556,2.2,Very Good,H,VS2,63.3,58.0,16239,8.25,8.22,5.21
28955,28956,0.25,Premium,E,VS1,61.5,60.0,435,4.02,4.04,2.48
8817,8818,1.16,Good,F,SI2,63.7,63.0,4476,6.63,6.55,4.2
25692,25693,0.32,Very Good,D,SI1,60.0,56.0,644,4.5,4.53,2.71
6284,6285,1.25,Premium,J,SI2,61.3,58.0,4018,6.98,6.95,4.27
6273,6274,1.12,Premium,E,I1,61.0,59.0,4014,6.74,6.7,4.1
8536,8537,1.05,Very Good,G,SI1,59.1,57.0,4429,6.63,6.73,3.95
15651,15652,1.0,Good,E,SI1,61.1,58.0,6275,6.43,6.41,3.92
30028,30029,0.43,Good,E,SI1,63.4,56.0,718,4.77,4.79,3.03
41964,41965,0.23,Very Good,E,VVS2,62.7,55.0,505,3.9,3.95,2.46
12641,12642,1.06,Good,I,VS1,57.5,62.0,5293,6.71,6.83,3.9
51206,51207,0.73,Premium,G,SI1,62.8,59.0,2351,5.76,5.68,3.59
43239,43240,0.41,Ideal,D,SI1,61.8,58.0,1399,4.73,4.79,2.94
24665,24666,2.0,Premium,G,SI2,60.8,55.0,13007,8.09,7.95,4.88
20719,20720,0.31,Very Good,H,VVS2,62.6,58.0,625,4.28,4.31,2.69
48746,48747,0.56,Premium,F,SI1,62.7,59.0,2016,5.27,5.22,3.29
48310,48311,0.25,Ideal,F,VS2,61.6,55.0,535,4.06,4.08,2.51
37094,37095,0.41,Very Good,E,SI1,63.3,57.0,969,4.75,4.73,3.0
4662,4663,1.04,Ideal,I,SI1,59.7,56.0,3669,6.6,6.54,3.92
21498,21499,1.53,Ideal,I,VS2,62.2,57.0,9596,7.39,7.33,4.58
31359,31360,0.43,Ideal,F,SI1,62.5,56.0,760,4.82,4.84,3.02
8587,8588,1.01,Premium,H,SI1,62.1,60.0,4439,6.43,6.39,3.98
13306,13307,1.02,Good,D,SI1,63.3,58.0,5497,6.35,6.39,4.03
32959,32960,0.31,Ideal,I,VS1,61.9,54.0,461,4.33,4.36,2.69
21596,21597,1.13,Premium,G,IF,61.2,59.0,9698,6.78,6.71,4.13
3641,3642,0.79,Good,F,VS1,57.7,58.0,3436,6.06,6.14,3.52
26336,26337,1.59,Ideal,G,VVS2,60.6,59.0,15843,7.53,7.59,4.58
15799,15800,1.12,Ideal,G,VS2,62.1,57.0,6322,6.63,6.6,4.11
41802,41803,0.5,Very Good,F,SI1,61.2,61.0,1250,5.06,5.1,3.11
52291,52292,0.25,Very Good,D,VVS2,62.1,57.0,548,4.02,4.07,2.51
21,22,0.23,Very Good,E,VS2,63.8,55.0,352,3.85,3.92,2.48
36486,36487,0.32,Ideal,F,IF,61.8,54.0,943,4.44,4.46,2.75
32563,32564,0.31,Ideal,E,VS1,61.3,55.0,800,4.4,4.43,2.7
35670,35671,0.4,Very Good,E,VS1,63.3,55.0,909,4.66,4.69,2.96
36074,36075,0.4,Very Good,D,SI1,63.5,55.0,924,4.72,4.67,2.98
44553,44554,0.58,Good,G,VS2,58.4,59.0,1605,5.4,5.46,3.17
5534,5535,0.9,Very Good,F,SI1,61.7,60.0,3854,6.19,6.22,3.83
48218,48219,0.53,Ideal,H,IF,62.0,54.0,1949,5.22,5.27,3.25
19276,19277,1.52,Fair,H,SI1,65.3,58.0,8001,7.14,7.1,4.65
43810,43811,0.51,Premium,G,VS2,62.6,57.0,1443,5.15,5.1,3.21
33547,33548,0.35,Premium,D,VS2,59.7,58.0,829,4.57,4.61,2.74
41757,41758,0.46,Very Good,E,VS2,62.6,58.0,1245,4.91,4.96,3.09
15235,15236,1.12,Premium,H,VS1,61.6,58.0,6115,6.64,4.11,3.7
36981,36982,0.38,Ideal,F,VVS2,60.8,58.0,963,4.69,4.72,2.86
51495,51496,0.7,Fair,F,VS1,64.5,57.0,2381,5.65,5.58,3.62
22912,22913,1.0,Very Good,E,IF,63.1,56.0,10954,6.32,6.39,4.01
36199,36200,0.42,Ideal,E,SI1,61.8,56.0,931,4.8,4.84,2.98
17207,17208,1.24,Premium,E,SI1,59.7,59.0,6875,7.07,6.99,4.2
50429,50430,0.74,Very Good,F,SI2,63.1,55.0,2261,5.77,5.74,3.63
26841,26842,1.51,Ideal,F,VVS2,62.6,57.0,16754,7.36,7.25,4.57
44506,44507,0.52,Ideal,F,VS2,62.5,54.0,1600,5.14,5.17,3.22
36390,36391,0.38,Ideal,D,VS1,62.0,57.0,942,4.7,4.69,2.91
4259,4260,0.9,Premium,I,VS1,62.2,58.0,3580,6.18,6.13,3.83
37493,37494,0.35,Ideal,E,VS2,61.7,56.0,984,4.56,4.52,2.8
1469,1470,0.9,Fair,E,SI2,65.8,59.0,2982,6.03,5.98,3.95
13322,13323,1.0,Good,G,VS2,63.3,60.0,5500,6.29,6.37,4.01
45635,45636,0.25,Very Good,G,VVS1,61.8,56.0,525,4.03,4.06,2.5
25496,25497,2.22,Good,I,SI2,62.7,61.2,14285,8.23,8.31,5.19
44576,44577,0.53,Very Good,G,VS1,61.9,57.0,1607,5.19,5.22,3.22
48846,48847,0.71,Ideal,G,SI2,61.8,56.0,2031,5.7,5.72,3.53
8424,8425,0.93,Good,G,SI1,58.8,61.0,4405,6.36,6.39,3.75
368,369,0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52
51675,51676,0.72,Premium,H,SI1,62.7,59.0,2398,5.73,5.69,3.58
31021,31022,0.37,Good,H,VS2,63.7,55.0,749,4.56,4.54,2.9
13112,13113,1.11,Ideal,G,SI1,62.6,57.0,5428,6.64,6.56,4.13
9491,9492,1.05,Very Good,H,SI1,59.5,58.0,4608,6.61,6.69,3.96
16448,16449,1.02,Very Good,G,VS2,61.9,54.0,6569,6.45,6.48,4.0
30348,30349,0.37,Very Good,E,VS2,64.0,55.0,728,4.52,4.57,2.91
11384,11385,0.34,Very Good,I,VVS2,61.3,57.0,596,4.49,4.52,2.76
20594,20595,1.25,Good,G,VS1,63.4,55.0,8901,6.87,6.92,4.37
36613,36614,0.32,Premium,G,SI1,62.5,58.0,477,4.4,4.43,2.76
11017,11018,0.59,Ideal,D,IF,60.9,60.0,4916,5.41,5.39,3.29
21700,21701,0.31,Very Good,G,VVS2,62.7,55.0,627,4.32,4.35,2.72
18105,18106,1.41,Ideal,H,SI2,62.7,56.0,7324,7.11,7.17,4.48
33172,33173,0.38,Very Good,D,VS2,58.5,59.0,818,4.76,4.82,2.8
36828,36829,0.33,Ideal,F,IF,62.2,53.0,957,4.46,4.48,2.78
53719,53720,0.55,Ideal,D,VVS2,61.6,56.0,2720,5.23,5.29,3.24
10683,10684,1.01,Ideal,F,SI2,62.7,57.0,4843,6.36,6.39,4.0
34592,34593,0.34,Ideal,I,SI1,61.9,56.0,469,4.47,4.5,2.77
10972,10973,1.24,Premium,F,SI2,62.7,59.0,4907,6.83,6.77,4.26
53057,53058,0.72,Premium,G,VS1,60.9,60.0,2607,5.78,5.75,3.51
36526,36527,0.42,Ideal,I,VVS1,62.0,55.0,945,4.88,4.8,3.0
3232,3233,0.74,Premium,D,VS2,59.3,60.0,3353,5.89,5.91,3.5
18302,18303,1.18,Ideal,G,VS2,60.9,56.0,7439,6.8,6.85,4.16
31467,31468,0.34,Premium,I,VVS2,61.3,57.0,765,4.52,4.49,2.76
7246,7247,1.01,Premium,F,SI2,59.6,59.0,4197,6.59,6.52,3.91
28511,28512,0.3,Premium,F,VS2,61.8,60.0,673,4.3,4.27,2.65
1831,1832,0.74,Very Good,H,VVS1,62.4,57.0,3061,5.76,5.81,3.61
41307,41308,0.38,Ideal,F,IF,62.2,54.0,1212,4.64,4.69,2.9
1242,1243,0.79,Ideal,G,SI1,61.6,55.0,2944,5.96,5.98,3.68
47588,47589,0.51,Ideal,G,VVS2,62.0,57.0,1877,5.11,5.15,3.18
25735,25736,2.22,Premium,I,VS2,60.5,59.0,14662,8.41,8.37,5.08
44840,44841,0.52,Ideal,H,VVS1,61.7,56.0,1625,5.17,5.2,3.19
4656,4657,0.91,Ideal,I,VS1,62.5,55.0,3669,6.25,6.2,3.89
45093,45094,0.6,Premium,G,SI1,61.9,61.0,1646,5.38,5.34,3.32
28906,28907,0.3,Very Good,H,VVS1,61.3,61.0,684,4.26,4.29,2.62
8998,8999,0.93,Ideal,E,SI1,61.9,55.0,4511,6.26,6.31,3.89
50299,50300,0.32,Very Good,J,VVS1,60.2,60.0,544,4.42,4.49,2.68
32737,32738,0.31,Ideal,F,VS2,62.8,56.0,802,4.32,4.28,2.7
41111,41112,0.51,Premium,F,SI2,58.9,60.0,1195,5.24,5.19,3.07
51537,51538,0.71,Premium,G,SI1,61.2,61.0,2386,5.71,5.66,3.48
45744,45745,0.52,Good,D,VS2,63.5,57.0,1701,5.08,5.13,3.24
41661,41662,0.54,Ideal,J,VVS1,62.2,54.0,1239,5.23,5.25,3.26
7490,7491,1.02,Premium,F,SI2,59.9,62.0,4238,6.53,6.5,3.9
42264,42265,0.44,Ideal,G,VVS1,61.8,55.0,1294,4.91,4.86,3.02
18161,18162,1.2,Premium,E,SI1,60.3,57.0,7362,6.98,6.84,4.17
14772,14773,1.01,Premium,G,VS2,62.1,60.0,5946,6.37,6.35,3.95
45636,45637,0.25,Very Good,G,VVS1,60.6,55.0,525,4.12,4.14,2.5
1777,1778,0.72,Very Good,E,VS1,63.1,56.0,3048,5.7,5.65,3.58
39287,39288,0.3,Ideal,H,VS2,61.8,58.0,491,4.26,4.28,2.64
24161,24162,2.01,Premium,I,SI2,62.0,56.0,12338,8.01,7.87,4.92
32312,32313,0.36,Ideal,E,VS2,62.6,56.0,789,4.52,4.56,2.84
15111,15112,1.0,Ideal,D,SI1,62.7,57.0,6073,6.34,6.38,3.99
11133,11134,1.0,Premium,F,SI1,62.8,59.0,4939,6.36,6.32,3.98
13072,13073,1.18,Ideal,I,SI1,61.3,55.6,5412,6.79,6.84,4.18
50621,50622,0.26,Very Good,F,SI1,61.3,55.0,401,4.15,4.21,2.56
1823,1824,0.91,Good,F,SI2,63.9,56.0,3058,6.11,6.06,3.89
31008,31009,0.35,Premium,F,SI1,60.2,58.0,748,4.6,4.54,2.75
23027,23028,0.3,Ideal,H,VVS2,61.9,54.5,631,4.31,4.35,2.68
22784,22785,1.27,Ideal,G,VVS1,61.7,56.0,10805,6.9,7.03,4.3
19935,19936,1.02,Ideal,G,VVS1,62.6,56.0,8485,6.39,6.42,4.01
51552,51553,0.65,Premium,D,VS1,59.4,62.0,2387,5.72,5.66,3.38
40039,40040,0.52,Very Good,H,SI1,62.6,55.0,1111,5.12,5.16,3.22
21630,21631,2.01,Ideal,J,SI1,62.8,58.0,9725,8.02,7.97,5.02
29294,29295,0.31,Ideal,I,SI1,61.5,55.0,436,4.36,4.39,2.69
14779,14780,1.2,Premium,G,SI1,61.5,61.0,5947,6.84,6.78,4.19
16117,16118,1.33,Very Good,J,VS1,61.7,55.0,6442,7.07,7.12,4.38
53542,53543,0.78,Fair,H,VS2,54.7,67.0,2691,6.25,6.15,3.4
12470,12471,1.08,Premium,H,VS2,62.1,58.0,5250,6.63,6.51,4.08
16619,16620,1.0,Very Good,G,VS1,62.4,57.0,6642,6.38,6.41,3.99
737,738,0.31,Ideal,H,VS1,61.6,54.8,557,4.35,4.37,2.69
16608,16609,1.55,Premium,J,SI2,62.6,60.0,6635,7.36,7.3,4.59
45883,45884,0.55,Very Good,E,VS2,61.6,60.0,1719,5.23,5.27,3.23
3293,3294,0.83,Very Good,E,SI1,63.5,58.0,3365,5.93,5.98,3.78
33146,33147,0.31,Ideal,G,VVS1,61.6,56.0,816,4.35,4.39,2.69
44252,44253,0.51,Very Good,D,SI1,63.5,55.0,1574,5.09,5.08,3.23
46321,46322,0.51,Very Good,D,VS1,61.0,57.0,1756,5.15,5.18,3.15
23290,23291,2.02,Ideal,J,SI2,62.7,56.9,11314,8.03,8.07,5.05
3845,3846,0.72,Ideal,H,VVS2,60.9,56.0,3475,5.78,5.84,3.54
28469,28470,0.32,Ideal,H,VS1,62.1,55.0,672,4.4,4.39,2.73
29441,29442,0.38,Very Good,E,SI1,62.8,58.0,701,4.6,4.63,2.9
47789,47790,0.46,Premium,D,VVS1,60.0,59.0,1898,5.0,5.04,3.01
13777,13778,1.27,Premium,J,VS1,62.6,59.0,5618,6.92,6.88,4.32
53305,53306,0.3,Ideal,I,VVS1,62.3,55.0,552,4.28,4.29,2.67
49332,49333,0.7,Very Good,H,SI2,63.4,55.0,2094,5.59,5.64,3.56
22301,22302,1.0,Very Good,F,IF,60.1,57.0,10346,6.45,6.52,3.9
37792,37793,0.38,Ideal,E,VS1,62.1,56.0,1000,4.62,4.65,2.88
12270,12271,1.23,Premium,J,VS1,60.1,60.0,5209,6.9,6.95,4.16
1658,1659,0.9,Good,H,SI2,63.1,60.0,3024,6.09,6.14,3.86
32980,32981,0.37,Ideal,E,VS2,61.5,56.0,811,4.59,4.62,2.83
23698,23699,1.02,Ideal,D,VVS2,61.0,56.0,11765,6.52,6.55,3.99
20803,20804,1.5,Very Good,H,SI1,61.4,57.0,9035,7.27,7.33,4.48
1214,1215,0.83,Very Good,F,SI2,61.9,56.0,2939,5.99,6.02,3.72
21577,21578,1.51,Good,H,SI1,61.8,62.0,9681,7.25,7.29,4.49
15898,15899,1.07,Premium,G,VS2,62.1,58.0,6355,6.55,6.59,4.08
41294,41295,0.34,Ideal,D,VVS1,61.7,56.0,1211,4.48,4.46,2.76
15762,15763,1.21,Ideal,H,VS2,62.9,57.0,6302,6.8,6.75,4.26
14195,14196,1.35,Very Good,J,VS1,62.1,56.0,5759,7.04,7.1,4.39
33560,33561,0.41,Ideal,J,VS1,62.7,57.0,830,4.75,4.72,2.97
45641,45642,0.25,Ideal,G,VVS2,62.0,54.0,525,4.05,4.08,2.52
42098,42099,0.44,Very Good,E,VVS2,60.7,57.0,1274,4.9,4.92,2.98
53835,53836,0.7,Premium,G,VVS2,59.6,61.0,2737,5.86,5.78,3.47
53167,53168,0.55,Ideal,F,VVS2,61.1,57.0,2629,5.28,5.31,3.24
37266,37267,0.34,Ideal,D,SI2,61.4,56.0,481,4.5,4.55,2.78
9505,9506,1.2,Premium,J,VS2,61.8,59.0,4611,6.84,6.76,4.2
2413,2414,0.93,Very Good,J,VS2,61.1,59.0,3180,6.32,6.34,3.87
34492,34493,0.32,Ideal,D,VVS2,61.3,55.0,867,4.4,4.44,2.71
27398,27399,2.03,Premium,H,VS2,62.6,59.0,17975,8.06,8.1,5.06
32214,32215,0.31,Ideal,G,VVS1,61.5,55.0,789,4.39,4.42,2.71
834,835,0.52,Ideal,F,VVS1,61.2,56.0,2867,5.21,5.19,3.18
9063,9064,1.28,Good,H,SI2,63.8,55.0,4516,6.84,6.79,4.35
9455,9456,1.07,Premium,F,SI1,61.7,58.0,4597,6.58,6.62,4.07
42578,42579,0.43,Ideal,H,VS1,61.2,55.0,1329,4.87,4.9,2.99
52474,52475,0.76,Fair,D,SI2,55.5,69.0,2518,6.16,6.07,3.39
12537,12538,1.1,Premium,H,SI1,62.0,58.0,5267,6.68,6.6,4.12
13163,13164,1.24,Ideal,J,VS2,62.3,56.0,5443,6.84,6.91,4.28
29506,29507,0.32,Ideal,E,VS2,62.1,55.0,702,4.36,4.4,2.72
33988,33989,0.42,Very Good,G,VS2,60.1,61.0,847,4.81,4.84,2.9
42725,42726,0.43,Ideal,G,IF,61.6,57.0,1341,4.84,4.81,2.97
22936,22937,1.32,Premium,F,VS1,61.7,59.0,10977,6.95,6.99,4.3
44143,44144,0.51,Ideal,F,VS2,61.3,56.0,1562,5.17,5.14,3.16
5609,5610,0.74,Very Good,E,VS1,62.1,53.4,3872,5.8,5.82,3.61
11907,11908,1.0,Very Good,F,SI1,63.5,56.0,5122,6.28,6.35,4.01
4581,4582,1.02,Premium,J,VS2,58.9,60.0,3651,6.57,6.53,3.86
15089,15090,1.11,Ideal,G,SI1,60.8,57.0,6065,6.83,6.77,4.14
10292,10293,1.2,Very Good,D,SI2,63.5,59.0,4758,6.61,6.56,4.18
9677,9678,1.52,Fair,H,I1,65.4,62.0,4648,7.1,7.02,4.62
2523,2524,0.7,Very Good,F,VVS1,63.3,62.0,3204,5.67,5.57,3.56
31933,31934,0.3,Ideal,F,VS2,61.4,57.0,776,4.36,4.34,2.67
52274,52275,0.7,Ideal,I,VVS1,61.8,56.0,2492,5.72,5.74,3.54
19462,19463,1.56,Good,J,VS2,62.3,64.0,8107,7.41,7.36,4.6
29409,29410,0.38,Ideal,I,VS1,61.6,55.0,700,4.68,4.73,2.9
40228,40229,0.4,Ideal,G,VVS1,61.4,55.0,1123,4.72,4.76,2.91
25881,25882,2.06,Premium,I,SI2,60.1,58.0,14982,8.32,8.26,4.98
4782,4783,1.21,Premium,J,VS2,59.0,60.0,3694,6.93,6.88,4.07
30782,30783,0.39,Very Good,G,VS1,61.7,62.0,741,4.65,4.69,2.88
19558,19559,1.5,Premium,I,SI1,58.6,62.0,8190,7.46,7.43,4.36
31047,31048,0.41,Ideal,H,VS1,61.8,56.0,750,4.73,4.78,2.94
4381,4382,0.31,Very Good,D,SI1,62.1,58.0,571,4.3,4.33,2.68
38192,38193,0.41,Premium,D,SI1,62.9,58.0,1015,4.75,4.7,2.97
33760,33761,0.4,Premium,G,SI1,59.6,61.0,840,4.76,4.74,2.83
14435,14436,1.13,Ideal,D,SI1,61.8,56.0,5829,6.68,6.74,4.15
7642,7643,1.03,Very Good,H,SI2,62.3,57.0,4268,6.43,6.48,4.02
39220,39221,0.58,Premium,H,SI2,59.0,61.0,1066,5.45,5.42,3.21
18549,18550,1.21,Premium,H,VS2,59.9,59.0,7562,6.94,6.92,4.15
41577,41578,0.5,Premium,E,SI1,62.4,60.0,1238,4.98,4.96,3.1
32391,32392,0.4,Very Good,E,VS2,63.0,58.0,791,4.7,4.73,2.97
53691,53692,0.9,Premium,J,SI2,62.7,57.0,2717,6.09,6.06,3.8
20187,20188,1.12,Premium,D,VS1,62.1,57.0,8633,6.68,6.65,4.14
35281,35282,0.3,Good,H,SI2,63.9,56.0,473,4.27,4.24,2.72
51265,51266,0.6,Ideal,F,VS2,61.5,56.0,2358,5.43,5.47,3.35
46795,46796,0.5,Good,G,VVS2,63.9,58.0,1806,5.05,5.0,3.21
10618,10619,1.1,Ideal,E,SI2,61.6,57.0,4829,6.68,6.64,4.1
26739,26740,1.51,Ideal,F,VS1,62.1,56.0,16520,7.38,7.34,4.57
49961,49962,0.3,Premium,E,SI2,61.6,61.0,540,4.29,4.25,2.63
7637,7638,1.06,Very Good,I,SI1,60.4,59.0,4267,6.56,6.61,3.98
42964,42965,0.51,Ideal,H,VS2,60.9,56.4,1365,5.15,5.18,3.15
6854,6855,0.91,Good,G,VS2,59.9,61.0,4125,6.2,6.33,3.75
10619,10620,1.1,Premium,E,SI2,60.7,58.0,4829,6.77,6.65,4.07
44007,44008,0.3,Very Good,G,SI2,58.1,61.0,394,4.41,4.47,2.58
1386,1387,0.31,Very Good,G,VS2,60.9,57.0,559,4.37,4.39,2.67
50723,50724,0.55,Ideal,F,VVS2,60.8,56.0,2294,5.27,5.32,3.22
21323,21324,1.51,Ideal,I,VS2,62.9,53.0,9471,7.37,7.33,4.62
555,556,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74
18705,18706,0.27,Very Good,F,VVS2,60.1,58.0,620,4.17,4.22,2.52
16704,16705,0.3,Very Good,H,SI1,59.4,63.0,421,4.35,4.4,2.6
35863,35864,0.4,Ideal,I,IF,62.4,54.0,917,4.73,4.75,2.96
3285,3286,0.91,Ideal,H,SI2,60.3,57.0,3363,6.31,6.27,3.79
9930,9931,1.05,Premium,H,SI1,59.5,58.0,4692,6.69,6.61,3.96
9166,9167,1.02,Premium,F,SI2,61.1,59.0,4541,6.45,6.41,3.93
7847,7848,1.01,Very Good,F,SI2,59.1,57.0,4304,6.57,6.62,3.9
1313,1314,0.7,Premium,D,VS1,60.4,58.0,2956,5.78,5.71,3.47
26469,26470,2.03,Very Good,J,VVS2,63.2,60.0,16043,7.94,7.88,5.0
20343,20344,1.03,Ideal,D,VS1,61.5,57.0,8742,6.48,6.52,4.0
11095,11096,1.1,Premium,F,SI2,62.0,59.0,4928,6.62,6.6,4.1
40218,40219,0.4,Ideal,D,VS1,59.9,57.0,1123,4.77,4.82,2.87
27909,27910,0.26,Very Good,F,VVS1,61.7,57.0,657,4.09,4.13,2.53
38231,38232,0.5,Good,H,SI1,64.5,58.0,1017,4.97,4.99,3.21
14706,14707,0.3,Very Good,G,VS1,62.9,60.0,605,4.18,4.22,2.64
32069,32070,0.33,Ideal,D,SI1,62.8,55.0,780,4.45,4.41,2.78
44013,44014,0.51,Premium,G,VS2,62.7,58.0,1546,5.12,5.09,3.2
42399,42400,0.51,Good,F,SI1,63.6,58.0,1308,5.05,5.08,3.22
37840,37841,0.33,Ideal,D,VS2,62.5,56.0,1002,4.46,4.43,2.78
25757,25758,1.51,Premium,E,VS2,62.2,59.0,14709,7.36,7.4,4.59
39339,39340,0.47,Premium,E,SI2,58.7,60.0,1072,5.13,5.09,3.0
48503,48504,0.57,Ideal,D,VS1,61.8,55.0,1982,5.31,5.37,3.3
38043,38044,0.5,Ideal,G,SI2,61.2,56.0,1011,5.13,5.17,3.15
18653,18654,1.11,Premium,E,VS2,62.2,58.0,7619,6.61,6.64,4.12
47995,47996,0.32,Premium,F,SI1,60.0,59.0,533,4.42,4.45,2.66
18256,18257,1.31,Very Good,H,VS2,61.4,59.0,7415,6.96,7.01,4.29
2972,2973,1.01,Very Good,I,SI2,61.5,62.0,3299,6.37,6.41,3.93
24982,24983,2.01,Very Good,I,SI2,60.9,60.0,13488,8.0,8.15,4.92
17806,17807,1.0,Ideal,E,VS2,62.5,57.0,7177,6.38,6.45,4.01
53925,53926,0.79,Ideal,I,SI1,61.6,56.0,2756,5.95,5.97,3.67
34625,34626,0.31,Ideal,E,VS2,62.9,57.0,872,4.35,4.3,2.72
50926,50927,0.59,Ideal,D,VS1,62.0,56.0,2319,5.35,5.39,3.33
29283,29284,0.25,Very Good,D,VS1,63.0,59.0,436,3.97,4.0,2.51
53259,53260,0.72,Good,F,SI1,63.4,58.0,2647,5.66,5.69,3.6
43074,43075,0.6,Very Good,H,SI1,60.4,63.0,1378,5.45,5.41,3.28
2765,2766,0.9,Ideal,I,SI1,62.3,56.0,3251,6.18,6.12,3.83
1541,1542,0.7,Good,D,VS1,63.6,60.0,3001,5.61,5.52,3.54
44684,44685,0.5,Ideal,D,SI1,62.1,57.0,1610,5.08,5.03,3.14
40030,40031,0.41,Ideal,G,SI1,61.6,57.0,1110,4.77,4.81,2.95
53329,53330,0.71,Ideal,E,SI1,61.5,57.0,2654,5.7,5.75,3.52
20991,20992,1.03,Premium,E,VVS2,59.7,56.0,9205,6.64,6.56,3.94
8434,8435,1.08,Premium,F,SI2,60.2,59.0,4407,6.6,6.65,3.99
23495,23496,2.29,Very Good,H,SI2,63.4,57.0,11502,8.4,8.33,5.3
29332,29333,0.31,Premium,H,VS1,62.6,60.0,698,4.32,4.3,2.7
12388,12389,0.28,Ideal,F,VS1,60.2,56.0,598,4.3,4.31,2.59
21922,21923,1.06,Very Good,E,VVS2,61.8,58.0,9997,6.52,6.56,4.04
51319,51320,0.31,Good,H,VS1,63.1,58.0,544,4.26,4.3,2.7
